product_id,product_name,department,forecast_date,day_of_week,is_weekend,month,festival_flag,predicted_units,predicted_units_lower,predicted_units_upper,recommended_price,predicted_revenue,confidence_pct,model_used,store_id
29869,New Zealand Artesian Water,beverages,2024-07-05,4,0,7,0,26.7,18.9,34.5,21.88,584.33,75.4,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-06,5,1,7,0,33.2,25.4,41.0,21.88,726.31,77.9,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-07,6,1,7,0,37.8,30.0,45.6,21.88,826.87,71.7,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-08,0,0,7,0,21.2,13.4,29.0,21.88,463.66,70.1,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-09,1,0,7,0,28.7,20.9,36.5,21.88,628.17,79.0,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-10,2,0,7,0,29.1,21.3,37.0,21.88,636.94,80.8,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-11,3,0,7,0,24.9,17.0,32.7,21.88,543.8,77.4,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-12,4,0,7,0,25.4,17.6,33.2,21.88,555.88,73.9,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-13,5,1,7,0,37.9,30.1,45.7,21.88,829.3,76.9,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-14,6,1,7,0,35.7,27.8,43.5,21.88,780.44,78.6,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-15,0,0,7,0,24.3,16.5,32.2,21.88,532.72,73.9,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-16,1,0,7,0,24.5,16.6,32.3,21.88,535.36,87.5,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-17,2,0,7,0,26.0,18.2,33.9,21.88,569.46,80.5,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-18,3,0,7,0,29.2,21.4,37.1,21.88,639.51,90.3,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-19,4,0,7,0,24.1,16.3,31.9,21.88,527.29,77.7,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-20,5,1,7,0,32.1,24.2,39.9,21.88,701.88,87.2,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-21,6,1,7,0,32.8,25.0,40.7,21.88,718.23,74.9,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-22,0,0,7,0,24.2,16.4,32.0,21.88,529.72,78.8,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-23,1,0,7,0,24.7,16.9,32.5,21.88,540.5,74.0,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-24,2,0,7,0,23.7,15.8,31.5,21.88,517.53,87.6,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-25,3,0,7,0,26.5,18.7,34.4,21.88,580.28,79.2,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-26,4,0,7,0,21.4,13.6,29.3,21.88,469.14,82.7,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-27,5,1,7,0,32.6,24.7,40.4,21.88,712.28,89.1,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-28,6,1,7,0,32.5,24.6,40.3,21.88,710.04,71.3,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-29,0,0,7,0,21.2,13.4,29.0,21.88,463.69,79.1,Trend+Seasonal,1
29869,New Zealand Artesian Water,beverages,2024-07-30,1,0,7,0,23.9,16.1,31.8,21.88,523.26,82.1,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-01,0,0,7,0,32.1,25.7,38.5,11.49,368.35,91.9,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-02,1,0,7,0,26.1,19.7,32.5,11.49,300.09,73.0,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-03,2,0,7,0,28.9,22.5,35.3,11.49,331.63,72.9,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-04,3,0,7,0,33.7,27.3,40.1,11.49,386.7,73.5,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-05,4,0,7,0,29.2,22.8,35.6,11.49,335.76,84.7,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-06,5,1,7,0,38.4,32.0,44.8,11.49,441.78,80.6,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-07,6,1,7,0,36.9,30.5,43.3,11.49,424.35,83.1,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-08,0,0,7,0,27.8,21.4,34.2,11.49,318.9,82.7,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-09,1,0,7,0,29.4,23.0,35.8,11.49,337.65,82.2,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-10,2,0,7,0,27.0,20.6,33.4,11.49,310.43,82.5,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-11,3,0,7,0,30.5,24.1,36.9,11.49,350.57,70.6,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-12,4,0,7,0,27.5,21.1,33.9,11.49,315.51,77.8,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-13,5,1,7,0,39.6,33.2,46.0,11.49,454.5,75.7,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-14,6,1,7,0,41.5,35.1,47.9,11.49,476.29,85.3,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-15,0,0,7,0,31.1,24.7,37.5,11.49,357.3,86.2,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-16,1,0,7,0,28.9,22.5,35.3,11.49,331.67,83.4,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-17,2,0,7,0,25.9,19.5,32.3,11.49,298.07,75.7,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-18,3,0,7,0,27.8,21.4,34.2,11.49,319.64,79.2,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-19,4,0,7,0,28.4,22.0,34.8,11.49,325.91,76.3,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-20,5,1,7,0,42.0,35.6,48.4,11.49,482.14,70.1,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-21,6,1,7,0,33.4,27.0,39.8,11.49,383.21,86.2,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-22,0,0,7,0,27.1,20.7,33.5,11.49,311.05,70.5,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-23,1,0,7,0,28.2,21.8,34.6,11.49,323.73,73.8,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-24,2,0,7,0,27.0,20.6,33.4,11.49,310.14,80.4,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-25,3,0,7,0,27.0,20.6,33.4,11.49,310.4,82.1,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-26,4,0,7,0,24.9,18.5,31.3,11.49,286.4,79.0,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-27,5,1,7,0,37.2,30.8,43.6,11.49,427.4,74.3,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-28,6,1,7,0,35.2,28.8,41.6,11.49,404.47,70.5,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-29,0,0,7,0,26.3,19.9,32.7,11.49,301.65,89.6,Trend+Seasonal,1
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,frozen,2024-07-30,1,0,7,0,27.7,21.3,34.1,11.49,318.13,83.1,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-01,0,0,7,0,23.9,19.2,28.6,21.27,508.15,86.5,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-02,1,0,7,0,26.2,21.5,30.9,21.27,557.65,90.1,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-03,2,0,7,0,22.6,17.9,27.3,21.27,481.43,75.9,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-04,3,0,7,0,24.9,20.2,29.6,21.27,529.36,74.4,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-05,4,0,7,0,23.4,18.7,28.1,21.27,497.52,82.2,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-06,5,1,7,0,31.7,27.0,36.4,21.27,674.34,82.9,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-07,6,1,7,0,36.0,31.3,40.7,21.27,765.57,71.8,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-08,0,0,7,0,23.0,18.3,27.7,21.27,488.97,71.9,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-09,1,0,7,0,24.9,20.2,29.6,21.27,529.02,74.7,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-10,2,0,7,0,23.0,18.3,27.7,21.27,489.31,76.2,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-11,3,0,7,0,26.6,21.9,31.3,21.27,566.51,70.3,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-12,4,0,7,0,24.4,19.7,29.1,21.27,518.67,84.3,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-13,5,1,7,0,35.3,30.6,40.0,21.27,749.95,90.5,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-14,6,1,7,0,34.7,30.0,39.4,21.27,737.68,70.4,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-15,0,0,7,0,28.4,23.7,33.1,21.27,603.32,84.6,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-16,1,0,7,0,23.1,18.4,27.8,21.27,491.08,84.9,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-17,2,0,7,0,23.9,19.2,28.6,21.27,507.49,89.4,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-18,3,0,7,0,26.7,22.0,31.4,21.27,568.11,71.1,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-19,4,0,7,0,25.8,21.1,30.5,21.27,549.22,75.6,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-20,5,1,7,0,34.0,29.3,38.7,21.27,722.66,74.9,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-21,6,1,7,0,37.3,32.6,42.0,21.27,792.62,75.3,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-22,0,0,7,0,25.5,20.8,30.2,21.27,542.83,86.7,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-23,1,0,7,0,24.5,19.8,29.2,21.27,520.65,79.0,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-24,2,0,7,0,27.2,22.5,31.9,21.27,577.71,74.6,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-25,3,0,7,0,25.7,21.0,30.4,21.27,547.51,90.6,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-26,4,0,7,0,25.9,21.2,30.6,21.27,551.05,76.7,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-27,5,1,7,0,35.8,31.1,40.5,21.27,761.85,85.2,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-28,6,1,7,0,36.0,31.3,40.7,21.27,764.75,91.2,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-29,0,0,7,0,24.5,19.8,29.2,21.27,521.82,84.8,Trend+Seasonal,1
2323,Rich Chocolate Flavored Milk Mix,beverages,2024-07-30,1,0,7,0,25.6,20.9,30.3,21.27,544.09,86.0,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-01,0,0,7,0,46.2,29.8,62.5,16.42,757.84,81.1,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-02,1,0,7,0,54.5,38.1,70.8,16.42,894.19,76.9,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-03,2,0,7,0,61.9,45.6,78.2,16.42,1016.23,86.4,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-04,3,0,7,0,47.8,31.5,64.1,16.42,785.29,75.1,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-05,4,0,7,0,44.8,28.5,61.1,16.42,735.24,74.4,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-06,5,1,7,0,67.4,51.0,83.7,16.42,1106.09,87.2,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-07,6,1,7,0,69.1,52.8,85.4,16.42,1134.96,86.5,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-08,0,0,7,0,55.6,39.2,71.9,16.42,912.34,89.7,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-09,1,0,7,0,50.1,33.8,66.4,16.42,823.03,91.0,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-10,2,0,7,0,53.5,37.1,69.8,16.42,877.8,78.3,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-11,3,0,7,0,49.1,32.8,65.4,16.42,805.88,80.7,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-12,4,0,7,0,50.5,34.2,66.8,16.42,828.91,72.4,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-13,5,1,7,0,65.2,48.9,81.5,16.42,1070.63,87.8,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-14,6,1,7,0,63.5,47.2,79.9,16.42,1043.26,89.3,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-15,0,0,7,0,54.8,38.5,71.1,16.42,899.79,88.9,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-16,1,0,7,0,48.7,32.4,65.0,16.42,799.99,86.8,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-17,2,0,7,0,52.9,36.6,69.2,16.42,868.15,90.8,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-18,3,0,7,0,46.5,30.2,62.8,16.42,763.81,85.0,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-19,4,0,7,0,50.5,34.1,66.8,16.42,828.5,84.2,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-20,5,1,7,0,57.7,41.4,74.0,16.42,946.99,81.2,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-21,6,1,7,0,65.9,49.6,82.3,16.42,1082.73,87.7,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-22,0,0,7,0,46.4,30.1,62.8,16.42,762.7,89.0,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-23,1,0,7,0,55.7,39.4,72.0,16.42,914.84,86.5,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-24,2,0,7,0,43.6,27.3,59.9,16.42,715.65,87.9,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-25,3,0,7,0,48.9,32.6,65.2,16.42,803.09,88.9,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-26,4,0,7,0,51.1,34.8,67.4,16.42,839.49,72.9,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-27,5,1,7,0,71.6,55.3,88.0,16.42,1176.29,84.9,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-28,6,1,7,0,70.7,54.4,87.0,16.42,1160.64,75.6,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-29,0,0,7,0,48.7,32.4,65.1,16.42,800.37,71.2,Trend+Seasonal,1
42970,Lite Honey Mustard Dressing Topping & Spread,pantry,2024-07-30,1,0,7,0,49.3,33.0,65.6,16.42,809.19,85.8,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-01,0,0,7,0,33.4,24.5,42.4,13.17,440.04,78.4,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-02,1,0,7,0,30.1,21.2,39.1,13.17,396.95,73.7,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-03,2,0,7,0,31.0,22.0,39.9,13.17,408.23,74.2,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-04,3,0,7,0,34.0,25.0,42.9,13.17,447.36,85.8,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-05,4,0,7,0,37.5,28.5,46.4,13.17,493.76,80.1,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-06,5,1,7,0,42.5,33.6,51.5,13.17,560.04,88.2,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-07,6,1,7,0,43.5,34.5,52.4,13.17,572.24,72.3,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-08,0,0,7,0,33.5,24.6,42.5,13.17,441.59,88.5,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-09,1,0,7,0,34.7,25.8,43.6,13.17,456.98,78.0,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-10,2,0,7,0,34.4,25.5,43.4,13.17,453.29,89.3,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-11,3,0,7,0,30.2,21.3,39.1,13.17,397.7,79.0,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-12,4,0,7,0,32.8,23.8,41.7,13.17,431.67,89.5,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-13,5,1,7,0,46.1,37.2,55.1,13.17,607.24,76.0,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-14,6,1,7,0,47.4,38.4,56.3,13.17,623.64,75.5,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-15,0,0,7,0,32.0,23.0,40.9,13.17,420.96,87.1,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-16,1,0,7,0,33.3,24.4,42.3,13.17,438.79,78.6,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-17,2,0,7,0,33.8,24.8,42.7,13.17,444.91,78.1,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-18,3,0,7,0,32.9,24.0,41.8,13.17,433.31,77.9,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-19,4,0,7,0,33.7,24.8,42.6,13.17,443.85,79.7,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-20,5,1,7,0,39.0,30.0,47.9,13.17,513.11,89.4,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-21,6,1,7,0,53.6,44.6,62.5,13.17,705.84,73.0,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-22,0,0,7,0,39.6,30.7,48.5,13.17,521.51,91.6,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-23,1,0,7,0,33.1,24.1,42.0,13.17,435.51,84.6,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-24,2,0,7,0,33.4,24.5,42.4,13.17,440.16,83.1,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-25,3,0,7,0,29.5,20.5,38.4,13.17,388.02,87.3,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-26,4,0,7,0,29.2,20.3,38.2,13.17,384.78,74.3,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-27,5,1,7,0,47.5,38.5,56.4,13.17,624.96,79.2,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-28,6,1,7,0,49.2,40.2,58.1,13.17,647.92,80.1,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-29,0,0,7,0,36.8,27.8,45.7,13.17,484.26,81.3,Trend+Seasonal,1
2768,Lip Care Stick,personal care,2024-07-30,1,0,7,0,32.4,23.4,41.3,13.17,426.65,77.1,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-01,0,0,7,0,36.6,27.8,45.4,18.51,677.46,77.6,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-02,1,0,7,0,34.2,25.4,43.0,18.51,632.98,71.2,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-03,2,0,7,0,33.6,24.7,42.4,18.51,621.11,74.8,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-04,3,0,7,0,31.0,22.2,39.8,18.51,573.58,70.0,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-05,4,0,7,0,32.7,23.9,41.5,18.51,604.86,72.6,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-06,5,1,7,0,48.1,39.3,56.9,18.51,889.65,71.5,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-07,6,1,7,0,47.6,38.7,56.4,18.51,880.28,79.5,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-08,0,0,7,0,35.1,26.2,43.9,18.51,648.91,72.6,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-09,1,0,7,0,28.9,20.1,37.7,18.51,534.48,78.2,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-10,2,0,7,0,35.1,26.3,43.9,18.51,650.01,83.7,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-11,3,0,7,0,33.1,24.3,41.9,18.51,612.9,70.8,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-12,4,0,7,0,35.5,26.7,44.4,18.51,657.96,91.9,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-13,5,1,7,0,50.1,41.3,59.0,18.51,928.19,77.5,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-14,6,1,7,0,45.7,36.9,54.5,18.51,845.36,79.8,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-15,0,0,7,0,35.0,26.2,43.8,18.51,647.79,89.0,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-16,1,0,7,0,40.1,31.3,48.9,18.51,742.92,89.1,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-17,2,0,7,0,35.5,26.7,44.3,18.51,656.88,80.6,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-18,3,0,7,0,34.7,25.9,43.5,18.51,642.51,91.7,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-19,4,0,7,0,32.6,23.8,41.4,18.51,604.12,81.8,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-20,5,1,7,0,49.2,40.3,58.0,18.51,909.92,91.8,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-21,6,1,7,0,44.4,35.6,53.2,18.51,822.32,70.2,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-22,0,0,7,0,38.3,29.5,47.1,18.51,708.54,78.9,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-23,1,0,7,0,36.6,27.8,45.4,18.51,677.58,77.4,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-24,2,0,7,0,33.4,24.6,42.2,18.51,618.3,88.2,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-25,3,0,7,0,32.8,24.0,41.6,18.51,607.38,71.5,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-26,4,0,7,0,32.9,24.1,41.7,18.51,608.76,74.1,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-27,5,1,7,0,42.5,33.6,51.3,18.51,785.75,79.2,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-28,6,1,7,0,48.4,39.6,57.2,18.51,895.86,78.3,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-29,0,0,7,0,29.5,20.6,38.3,18.51,545.26,72.3,Trend+Seasonal,1
48727,Garlic & Herb Pasta Sauce,dry goods pasta,2024-07-30,1,0,7,0,34.7,25.9,43.5,18.51,642.88,91.0,Trend+Seasonal,1
20443,"Pita Bites, Original Sea Salt",snacks,2024-07-01,0,0,7,0,50.9,30.3,71.5,5.21,265.28,76.6,Trend+Seasonal,1
20443,"Pita Bites, Original Sea Salt",snacks,2024-07-02,1,0,7,0,50.1,29.5,70.7,5.21,261.18,77.0,Trend+Seasonal,1
20443,"Pita Bites, Original Sea Salt",snacks,2024-07-03,2,0,7,0,55.3,34.7,75.9,5.21,288.25,72.7,Trend+Seasonal,1
