transaction_id,product_id,product_name,department,date,day_of_week,is_weekend,month,peak_hour,festival_flag,base_price,discount_pct,current_price,cost_price,inventory_level,inventory_ratio,units_sold,revenue,profit,store_id
8220,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-04-29,0,0,4,19,0,8.63,0.0,8.63,4.5,29,0.29,29,250.27,119.77,1
8221,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-04-30,1,0,4,18,0,8.63,0.0,8.63,4.5,46,0.46,46,396.98,189.98,1
8222,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-01,2,0,5,10,0,8.63,0.0,8.63,4.5,58,0.58,42,362.46,173.46,1
8223,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-02,3,0,5,19,0,8.63,0.0,8.63,4.5,35,0.35,35,302.05,144.55,1
8224,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-03,4,0,5,8,0,8.63,0.0,8.63,4.5,79,0.79,50,431.5,206.5,1
8225,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-04,5,1,5,20,0,8.63,0.0,8.63,4.5,52,0.52,52,448.76,214.76,1
8226,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-05,6,1,5,18,0,8.63,0.0,8.63,4.5,59,0.59,57,491.91,235.41,1
8227,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-06,0,0,5,17,0,8.63,0.0,8.63,4.5,53,0.53,39,336.57,161.07,1
8228,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-07,1,0,5,9,0,8.63,0.0,8.63,4.5,68,0.68,48,414.24,198.24,1
8229,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-08,2,0,5,18,0,8.63,0.0,8.63,4.5,36,0.36,36,310.68,148.68,1
8230,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-09,3,0,5,20,0,8.63,0.0,8.63,4.5,52,0.52,47,405.61,194.11,1
8231,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-10,4,0,5,8,0,8.63,0.0,8.63,4.5,70,0.7,43,371.09,177.59,1
8232,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-11,5,1,5,10,0,8.63,0.0,8.63,4.5,39,0.39,39,336.57,161.07,1
8233,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-12,6,1,5,8,0,8.63,0.0,8.63,4.5,58,0.58,55,474.65,227.15,1
8234,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-13,0,0,5,19,0,8.63,20.0,6.9,4.5,33,0.33,33,227.7,79.2,1
8235,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-14,1,0,5,9,0,8.63,0.0,8.63,4.5,61,0.61,46,396.98,189.98,1
8236,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-15,2,0,5,8,0,8.63,0.0,8.63,4.5,55,0.55,43,371.09,177.59,1
8237,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-16,3,0,5,17,0,8.63,0.0,8.63,4.5,49,0.49,40,345.2,165.2,1
8238,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-17,4,0,5,17,0,8.63,0.0,8.63,4.5,44,0.44,44,379.72,181.72,1
8239,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-18,5,1,5,8,0,8.63,15.0,7.34,4.5,103,1.0,75,550.5,213.0,1
8240,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-19,6,1,5,17,0,8.63,0.0,8.63,4.5,59,0.59,59,509.17,243.67,1
8241,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-20,0,0,5,18,0,8.63,0.0,8.63,4.5,41,0.41,41,353.83,169.33,1
8242,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-21,1,0,5,17,0,8.63,0.0,8.63,4.5,42,0.42,42,362.46,173.46,1
8243,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-22,2,0,5,9,0,8.63,0.0,8.63,4.5,40,0.4,40,345.2,165.2,1
8244,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-23,3,0,5,8,0,8.63,0.0,8.63,4.5,23,0.23,23,198.49,94.99,1
8245,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-24,4,0,5,19,0,8.63,0.0,8.63,4.5,47,0.47,47,405.61,194.11,1
8246,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-25,5,1,5,19,0,8.63,0.0,8.63,4.5,49,0.49,49,422.87,202.37,1
8247,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-26,6,1,5,17,0,8.63,0.0,8.63,4.5,65,0.65,65,560.95,268.45,1
8248,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-27,0,0,5,8,0,8.63,0.0,8.63,4.5,28,0.28,28,241.64,115.64,1
8249,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-28,1,0,5,10,0,8.63,0.0,8.63,4.5,64,0.64,47,405.61,194.11,1
8250,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-29,2,0,5,17,0,8.63,0.0,8.63,4.5,54,0.54,54,466.02,223.02,1
8251,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-30,3,0,5,8,0,8.63,0.0,8.63,4.5,49,0.49,43,371.09,177.59,1
8252,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-05-31,4,0,5,17,0,8.63,0.0,8.63,4.5,43,0.43,43,371.09,177.59,1
8253,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-01,5,1,6,9,0,8.63,5.0,8.2,4.5,64,0.64,64,524.8,236.8,1
8254,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-02,6,1,6,17,0,8.63,0.0,8.63,4.5,39,0.39,39,336.57,161.07,1
8255,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-03,0,0,6,18,0,8.63,5.0,8.2,4.5,50,0.5,50,410.0,185.0,1
8256,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-04,1,0,6,19,0,8.63,0.0,8.63,4.5,29,0.29,29,250.27,119.77,1
8257,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-05,2,0,6,17,0,8.63,0.0,8.63,4.5,11,0.11,11,94.93,45.43,1
8258,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-06,3,0,6,19,0,8.63,0.0,8.63,4.5,69,0.69,57,491.91,235.41,1
8259,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-07,4,0,6,20,0,8.63,0.0,8.63,4.5,74,0.74,47,405.61,194.11,1
8260,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-08,5,1,6,8,0,8.63,5.0,8.2,4.5,0,0.0,0,0.0,0.0,1
8261,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-09,6,1,6,9,0,8.63,0.0,8.63,4.5,68,0.68,68,586.84,280.84,1
8262,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-10,0,0,6,18,0,8.63,5.0,8.2,4.5,43,0.43,43,352.6,159.1,1
8263,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-11,1,0,6,19,0,8.63,0.0,8.63,4.5,65,0.65,41,353.83,169.33,1
8264,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-12,2,0,6,20,0,8.63,0.0,8.63,4.5,35,0.35,35,302.05,144.55,1
8265,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-13,3,0,6,8,0,8.63,0.0,8.63,4.5,35,0.35,35,302.05,144.55,1
8266,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-14,4,0,6,10,0,8.63,0.0,8.63,4.5,0,0.0,0,0.0,0.0,1
8267,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-15,5,1,6,18,0,8.63,0.0,8.63,4.5,53,0.53,53,457.39,218.89,1
8268,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-16,6,1,6,17,0,8.63,0.0,8.63,4.5,47,0.47,47,405.61,194.11,1
8269,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-17,0,0,6,18,0,8.63,20.0,6.9,4.5,51,0.51,51,351.9,122.4,1
8270,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-18,1,0,6,10,0,8.63,0.0,8.63,4.5,18,0.18,18,155.34,74.34,1
8271,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-19,2,0,6,18,0,8.63,0.0,8.63,4.5,28,0.28,28,241.64,115.64,1
8272,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-20,3,0,6,18,0,8.63,0.0,8.63,4.5,6,0.06,6,51.78,24.78,1
8273,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-21,4,0,6,19,0,8.63,0.0,8.63,4.5,33,0.33,33,284.79,136.29,1
8274,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-22,5,1,6,18,0,8.63,10.0,7.77,4.5,56,0.56,56,435.12,183.12,1
8275,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-23,6,1,6,18,0,8.63,0.0,8.63,4.5,53,0.53,53,457.39,218.89,1
8276,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-24,0,0,6,17,0,8.63,0.0,8.63,4.5,26,0.26,26,224.38,107.38,1
8277,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-25,1,0,6,8,0,8.63,0.0,8.63,4.5,66,0.66,47,405.61,194.11,1
8278,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-26,2,0,6,17,0,8.63,0.0,8.63,4.5,50,0.5,45,388.35,185.85,1
8279,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-27,3,0,6,18,0,8.63,0.0,8.63,4.5,50,0.5,50,431.5,206.5,1
8280,35976,Sweet Cream Whipped Butter Salted,dairy eggs,2024-06-28,4,0,6,9,0,8.63,0.0,8.63,4.5,58,0.58,58,500.54,239.54,1
8281,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-01,0,0,1,19,0,5.12,20.0,4.1,2.42,35,0.35,10,41.0,16.8,1
8282,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-02,1,0,1,9,0,5.12,0.0,5.12,2.42,89,0.89,7,35.84,18.9,1
8283,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-03,2,0,1,19,0,5.12,0.0,5.12,2.42,39,0.39,9,46.08,24.3,1
8284,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-04,3,0,1,18,0,5.12,0.0,5.12,2.42,88,0.88,6,30.72,16.2,1
8285,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-05,4,0,1,19,0,5.12,0.0,5.12,2.42,37,0.37,7,35.84,18.9,1
8286,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-06,5,1,1,10,0,5.12,0.0,5.12,2.42,28,0.28,10,51.2,27.0,1
8287,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-07,6,1,1,17,0,5.12,0.0,5.12,2.42,63,0.63,9,46.08,24.3,1
8288,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-08,0,0,1,9,0,5.12,20.0,4.1,2.42,13,0.13,8,32.8,13.44,1
8289,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-09,1,0,1,19,0,5.12,0.0,5.12,2.42,72,0.72,7,35.84,18.9,1
8290,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-10,2,0,1,19,0,5.12,0.0,5.12,2.42,22,0.22,7,35.84,18.9,1
8291,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-11,3,0,1,18,0,5.12,0.0,5.12,2.42,64,0.64,8,40.96,21.6,1
8292,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-12,4,0,1,18,0,5.12,0.0,5.12,2.42,53,0.53,8,40.96,21.6,1
8293,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-13,5,1,1,18,0,5.12,0.0,5.12,2.42,48,0.48,10,51.2,27.0,1
8294,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-14,6,1,1,10,0,5.12,0.0,5.12,2.42,28,0.28,10,51.2,27.0,1
8295,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-15,0,0,1,19,0,5.12,20.0,4.1,2.42,41,0.41,10,41.0,16.8,1
8296,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-16,1,0,1,8,0,5.12,0.0,5.12,2.42,63,0.63,8,40.96,21.6,1
8297,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-17,2,0,1,9,0,5.12,0.0,5.12,2.42,63,0.63,8,40.96,21.6,1
8298,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-18,3,0,1,17,0,5.12,0.0,5.12,2.42,95,0.95,7,35.84,18.9,1
8299,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-19,4,0,1,17,0,5.12,0.0,5.12,2.42,96,0.96,9,46.08,24.3,1
8300,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-20,5,1,1,17,0,5.12,0.0,5.12,2.42,40,0.4,11,56.32,29.7,1
8301,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-21,6,1,1,9,0,5.12,0.0,5.12,2.42,14,0.14,9,46.08,24.3,1
8302,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-22,0,0,1,9,0,5.12,0.0,5.12,2.42,60,0.6,8,40.96,21.6,1
8303,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-23,1,0,1,18,0,5.12,0.0,5.12,2.42,65,0.65,9,46.08,24.3,1
8304,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-24,2,0,1,8,0,5.12,0.0,5.12,2.42,22,0.22,8,40.96,21.6,1
8305,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-25,3,0,1,20,0,5.12,0.0,5.12,2.42,54,0.54,6,30.72,16.2,1
8306,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-26,4,0,1,8,0,5.12,0.0,5.12,2.42,16,0.16,9,46.08,24.3,1
8307,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-27,5,1,1,8,0,5.12,10.0,4.61,2.42,51,0.51,12,55.32,26.28,1
8308,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-28,6,1,1,20,0,5.12,0.0,5.12,2.42,68,0.68,9,46.08,24.3,1
8309,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-29,0,0,1,8,0,5.12,0.0,5.12,2.42,56,0.56,6,30.72,16.2,1
8310,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-30,1,0,1,19,0,5.12,0.0,5.12,2.42,57,0.57,9,46.08,24.3,1
8311,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-01-31,2,0,1,17,0,5.12,0.0,5.12,2.42,19,0.19,8,40.96,21.6,1
8312,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-01,3,0,2,17,0,5.12,0.0,5.12,2.42,19,0.19,8,40.96,21.6,1
8313,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-02,4,0,2,18,0,5.12,0.0,5.12,2.42,58,0.58,7,35.84,18.9,1
8314,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-03,5,1,2,18,0,5.12,0.0,5.12,2.42,77,0.77,12,61.44,32.4,1
8315,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-04,6,1,2,17,0,5.12,0.0,5.12,2.42,62,0.62,9,46.08,24.3,1
8316,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-05,0,0,2,19,0,5.12,5.0,4.86,2.42,96,0.96,8,38.88,19.52,1
8317,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-06,1,0,2,17,0,5.12,0.0,5.12,2.42,47,0.47,7,35.84,18.9,1
8318,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-07,2,0,2,17,0,5.12,0.0,5.12,2.42,90,0.9,7,35.84,18.9,1
8319,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-08,3,0,2,18,0,5.12,0.0,5.12,2.42,39,0.39,8,40.96,21.6,1
8320,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-09,4,0,2,8,0,5.12,0.0,5.12,2.42,89,0.89,7,35.84,18.9,1
8321,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-10,5,1,2,19,0,5.12,10.0,4.61,2.42,52,0.52,13,59.93,28.47,1
8322,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-11,6,1,2,10,0,5.12,0.0,5.12,2.42,33,0.33,9,46.08,24.3,1
8323,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-12,0,0,2,19,0,5.12,5.0,4.86,2.42,29,0.29,9,43.74,21.96,1
8324,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-13,1,0,2,18,0,5.12,0.0,5.12,2.42,51,0.51,6,30.72,16.2,1
8325,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-14,2,0,2,19,0,5.12,0.0,5.12,2.42,40,0.4,9,46.08,24.3,1
8326,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-15,3,0,2,18,0,5.12,0.0,5.12,2.42,45,0.45,9,46.08,24.3,1
8327,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-16,4,0,2,17,0,5.12,0.0,5.12,2.42,55,0.55,9,46.08,24.3,1
8328,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-17,5,1,2,18,0,5.12,0.0,5.12,2.42,69,0.69,10,51.2,27.0,1
8329,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-18,6,1,2,19,0,5.12,0.0,5.12,2.42,28,0.28,8,40.96,21.6,1
8330,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-19,0,0,2,20,0,5.12,0.0,5.12,2.42,56,0.56,8,40.96,21.6,1
8331,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-20,1,0,2,20,0,5.12,0.0,5.12,2.42,42,0.42,8,40.96,21.6,1
8332,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-21,2,0,2,19,0,5.12,0.0,5.12,2.42,26,0.26,8,40.96,21.6,1
8333,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-22,3,0,2,8,0,5.12,0.0,5.12,2.42,32,0.32,9,46.08,24.3,1
8334,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-23,4,0,2,17,0,5.12,0.0,5.12,2.42,21,0.21,9,46.08,24.3,1
8335,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-24,5,1,2,10,0,5.12,0.0,5.12,2.42,46,0.46,12,61.44,32.4,1
8336,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-25,6,1,2,17,0,5.12,0.0,5.12,2.42,83,0.83,11,56.32,29.7,1
8337,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-26,0,0,2,20,0,5.12,20.0,4.1,2.42,32,0.32,12,49.2,20.16,1
8338,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-27,1,0,2,18,0,5.12,0.0,5.12,2.42,45,0.45,7,35.84,18.9,1
8339,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-28,2,0,2,18,0,5.12,0.0,5.12,2.42,38,0.38,7,35.84,18.9,1
8340,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-02-29,3,0,2,19,0,5.12,0.0,5.12,2.42,43,0.43,8,40.96,21.6,1
8341,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-01,4,0,3,20,0,5.12,0.0,5.12,2.42,82,0.82,7,35.84,18.9,1
8342,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-02,5,1,3,17,0,5.12,0.0,5.12,2.42,73,0.73,10,51.2,27.0,1
8343,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-03,6,1,3,8,0,5.12,0.0,5.12,2.42,8,0.08,8,40.96,21.6,1
8344,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-04,0,0,3,20,0,5.12,5.0,4.86,2.42,22,0.22,8,38.88,19.52,1
8345,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-05,1,0,3,17,0,5.12,0.0,5.12,2.42,59,0.59,8,40.96,21.6,1
8346,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-06,2,0,3,20,0,5.12,0.0,5.12,2.42,54,0.54,8,40.96,21.6,1
8347,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-07,3,0,3,8,0,5.12,0.0,5.12,2.42,55,0.55,8,40.96,21.6,1
8348,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-08,4,0,3,18,0,5.12,0.0,5.12,2.42,7,0.07,7,35.84,18.9,1
8349,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-09,5,1,3,18,0,5.12,0.0,5.12,2.42,50,0.5,9,46.08,24.3,1
8350,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-10,6,1,3,19,0,5.12,0.0,5.12,2.42,27,0.27,12,61.44,32.4,1
8351,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-11,0,0,3,9,0,5.12,20.0,4.1,2.42,48,0.48,8,32.8,13.44,1
8352,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-12,1,0,3,8,0,5.12,0.0,5.12,2.42,36,0.36,8,40.96,21.6,1
8353,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-13,2,0,3,9,0,5.12,0.0,5.12,2.42,15,0.15,9,46.08,24.3,1
8354,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-14,3,0,3,9,0,5.12,0.0,5.12,2.42,54,0.54,6,30.72,16.2,1
8355,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-15,4,0,3,18,0,5.12,0.0,5.12,2.42,69,0.69,7,35.84,18.9,1
8356,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-16,5,1,3,19,0,5.12,10.0,4.61,2.42,30,0.3,9,41.49,19.71,1
8357,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-17,6,1,3,8,0,5.12,0.0,5.12,2.42,76,0.76,12,61.44,32.4,1
8358,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-18,0,0,3,19,0,5.12,5.0,4.86,2.42,26,0.26,8,38.88,19.52,1
8359,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-19,1,0,3,18,0,5.12,0.0,5.12,2.42,50,0.5,8,40.96,21.6,1
8360,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-20,2,0,3,20,0,5.12,0.0,5.12,2.42,34,0.34,7,35.84,18.9,1
8361,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-21,3,0,3,18,0,5.12,0.0,5.12,2.42,67,0.67,6,30.72,16.2,1
8362,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-22,4,0,3,10,0,5.12,0.0,5.12,2.42,63,0.63,6,30.72,16.2,1
8363,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-23,5,1,3,17,0,5.12,5.0,4.86,2.42,27,0.27,9,43.74,21.96,1
8364,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-24,6,1,3,9,0,5.12,0.0,5.12,2.42,30,0.3,8,40.96,21.6,1
8365,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-25,0,0,3,17,0,5.12,5.0,4.86,2.42,30,0.3,9,43.74,21.96,1
8366,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-26,1,0,3,10,0,5.12,0.0,5.12,2.42,65,0.65,6,30.72,16.2,1
8367,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-27,2,0,3,18,0,5.12,0.0,5.12,2.42,45,0.45,8,40.96,21.6,1
8368,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-28,3,0,3,18,0,5.12,0.0,5.12,2.42,47,0.47,8,40.96,21.6,1
8369,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-29,4,0,3,10,0,5.12,0.0,5.12,2.42,51,0.51,8,40.96,21.6,1
8370,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-30,5,1,3,17,0,5.12,10.0,4.61,2.42,66,0.66,12,55.32,26.28,1
8371,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-03-31,6,1,3,17,0,5.12,0.0,5.12,2.42,77,0.77,8,40.96,21.6,1
8372,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-04-01,0,0,4,17,0,5.12,20.0,4.1,2.42,32,0.32,8,32.8,13.44,1
8373,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-04-02,1,0,4,19,0,5.12,0.0,5.12,2.42,20,0.2,7,35.84,18.9,1
8374,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-04-03,2,0,4,18,0,5.12,0.0,5.12,2.42,61,0.61,8,40.96,21.6,1
8375,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-04-04,3,0,4,19,0,5.12,0.0,5.12,2.42,49,0.49,8,40.96,21.6,1
8376,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-04-05,4,0,4,20,0,5.12,0.0,5.12,2.42,59,0.59,7,35.84,18.9,1
8377,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-04-06,5,1,4,8,0,5.12,0.0,5.12,2.42,56,0.56,9,46.08,24.3,1
8378,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-04-07,6,1,4,20,0,5.12,0.0,5.12,2.42,72,0.72,12,61.44,32.4,1
8379,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-04-08,0,0,4,18,0,5.12,0.0,5.12,2.42,89,0.89,7,35.84,18.9,1
8380,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-04-09,1,0,4,9,0,5.12,0.0,5.12,2.42,35,0.35,6,30.72,16.2,1
8381,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-04-10,2,0,4,17,0,5.12,0.0,5.12,2.42,39,0.39,7,35.84,18.9,1
8382,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-04-11,3,0,4,18,0,5.12,0.0,5.12,2.42,62,0.62,6,30.72,16.2,1
8383,39370,Honey Peanut Butter Hot Oatmeal Bowl,breakfast,2024-04-12,4,0,4,18,0,5.12,0.0,5.12,2.42,62,0.62,7,35.84,18.9,1
